mismatch,horizon,pool_size,scorer,N,normalized_real_utility,delta_value,delta_per_rollout,rollout_steps_proxy,wall_clock_seconds_proxy
mild,12,64,random_score,8,0.6359522519099985,0.004172990791377932,0.001043247697844483,96.0,0.0076681343749442025
mild,12,64,random_score,16,0.6392000615853165,0.003247809675318086,0.00040597620941476076,192.0,0.015336268749888405
mild,12,64,random_score,32,0.6375200766688244,-0.0016799849164921082,-0.00010499905728075676,384.0,0.03067253749977681
mild,12,64,random_score,64,0.6303399550773545,-0.007180121591469843,-0.0002243787997334326,768.0,0.06134507499955362
mild,12,64,random_score,128,0.6190626754276122,-0.011277279649742438,-0.0001762074945272256,1536.0,0.12269014999910724
mild,12,64,uncertainty_penalized,1,0.6275539511308275,0.0,0.0,12.0,0.0009585167968680253
mild,12,64,uncertainty_penalized,2,0.75110859912249,0.12355464799166256,0.12355464799166256,24.0,0.0019170335937360506
mild,12,64,uncertainty_penalized,4,0.8151898573534127,0.06408125823092253,0.03204062911546127,48.0,0.0038340671874721012
mild,12,64,uncertainty_penalized,8,0.8406588306888392,0.025468973335426626,0.006367243333856657,96.0,0.0076681343749442025
mild,12,64,uncertainty_penalized,16,0.8420729630882194,0.001414132399380308,0.0001767665499225385,192.0,0.015336268749888405
mild,12,64,uncertainty_penalized,32,0.8306153129509951,-0.01145765013722427,-0.0007161031335765169,384.0,0.03067253749977681
mild,12,64,uncertainty_penalized,64,0.8212548651323672,-0.009360447818627896,-0.00029251399433212174,768.0,0.06134507499955362
mild,12,64,uncertainty_penalized,128,0.818559308301993,-0.00269555683037436,-4.2118075474599375e-05,1536.0,0.12269014999910724
mild,12,128,oracle_real_utility,1,0.6343980482477886,0.0,0.0,12.0,0.0007456776171920864
mild,12,128,oracle_real_utility,2,0.7595265981001339,0.1251285498523454,0.1251285498523454,24.0,0.0014913552343841729
mild,12,128,oracle_real_utility,4,0.8331425056655641,0.07361590756543016,0.03680795378271508,48.0,0.0029827104687683457
mild,12,128,oracle_real_utility,8,0.8826840020251627,0.04954149635959858,0.012385374089899644,96.0,0.0059654209375366914
mild,12,128,oracle_real_utility,16,0.9264502119700075,0.04376620994484492,0.005470776243105615,192.0,0.011930841875073383
mild,12,128,oracle_real_utility,32,0.9635830271188984,0.037132815148890955,0.0023208009468056847,384.0,0.023861683750146766
mild,12,128,oracle_real_utility,64,0.9866765821687646,0.023093555049866082,0.0007216735953083151,768.0,0.04772336750029353
mild,12,128,oracle_real_utility,128,0.9961436983302544,0.00946711616148987,0.0001479236900232792,1536.0,0.09544673500058706
mild,12,128,predicted_utility,1,0.6343980482477886,0.0,0.0,12.0,0.0007456776171920864
mild,12,128,predicted_utility,2,0.7551359390240523,0.12073789077626378,0.12073789077626378,24.0,0.0014913552343841729
mild,12,128,predicted_utility,4,0.8165303113250927,0.0613943723010403,0.03069718615052015,48.0,0.0029827104687683457
mild,12,128,predicted_utility,8,0.8403056974357792,0.023775386110686546,0.0059438465276716364,96.0,0.0059654209375366914
mild,12,128,predicted_utility,16,0.8418418772964597,0.0015361798606805365,0.00019202248258506707,192.0,0.011930841875073383
mild,12,128,predicted_utility,32,0.8322295314681989,-0.009612345828260696,-0.0006007716142662935,384.0,0.023861683750146766
mild,12,128,predicted_utility,64,0.823650897421838,-0.008578634046361038,-0.00026808231394878244,768.0,0.04772336750029353
mild,12,128,predicted_utility,128,0.8195543034783365,-0.004096593943501476,-6.400928036721056e-05,1536.0,0.09544673500058706
mild,12,128,random_score,1,0.6343980482477886,0.0,0.0,12.0,0.0007456776171920864
mild,12,128,random_score,2,0.6356761753994107,0.001278127151622166,0.001278127151622166,24.0,0.0014913552343841729
mild,12,128,random_score,4,0.6366939979960798,0.0010178225966691046,0.0005089112983345523,48.0,0.0029827104687683457
mild,12,128,random_score,8,0.6368070391571131,0.0001130411610333948,2.82602902583487e-05,96.0,0.0059654209375366914
mild,12,128,random_score,16,0.6371347167679959,0.00032767761088273726,4.095970136034216e-05,192.0,0.011930841875073383
mild,12,128,random_score,32,0.6364877386838386,-0.0006469780841574027,-4.043613025983767e-05,384.0,0.023861683750146766
mild,12,128,random_score,64,0.634544988546088,-0.0019427501377504888,-6.0710941804702774e-05,768.0,0.04772336750029353
mild,12,128,random_score,128,0.6356413227029851,0.0010963341568970657,1.713022120151665e-05,1536.0,0.09544673500058706
mild,12,128,uncertainty_penalized,1,0.6343980482477886,0.0,0.0,12.0,0.0007456776171920864
mild,12,128,uncertainty_penalized,2,0.7551510161918634,0.12075296794407493,0.12075296794407493,24.0,0.0014913552343841729
mild,12,128,uncertainty_penalized,4,0.8165715867877091,0.06142057059584566,0.03071028529792283,48.0,0.0029827104687683457
mild,12,128,uncertainty_penalized,8,0.8403773388995519,0.023805752111842767,0.005951438027960692,96.0,0.0059654209375366914
mild,12,128,uncertainty_penalized,16,0.8417888382826619,0.0014114993831101457,0.0001764374228887682,192.0,0.011930841875073383
mild,12,128,uncertainty_penalized,32,0.8313563267131959,-0.010432511569465999,-0.0006520319730916249,384.0,0.023861683750146766
mild,12,128,uncertainty_penalized,64,0.8216131108418037,-0.009743215871392489,-0.0003044754959810153,768.0,0.04772336750029353
mild,12,128,uncertainty_penalized,128,0.8171345499980657,-0.004478560843737841,-6.997751318340377e-05,1536.0,0.09544673500058706
severe,4,32,oracle_real_utility,1,0.6877263381292866,0.0,0.0,4.0,0.0005202632812142838
severe,4,32,oracle_real_utility,2,0.829039941052897,0.14131360292361034,0.14131360292361034,8.0,0.0010405265624285676
severe,4,32,oracle_real_utility,4,0.9082203613832179,0.07918042033032097,0.03959021016516048,16.0,0.0020810531248571353
severe,4,32,oracle_real_utility,8,0.9482041214410216,0.039983760057803595,0.009995940014450899,32.0,0.004162106249714271
severe,4,32,oracle_real_utility,16,0.9711388489536532,0.022934727512631668,0.0028668409390789585,64.0,0.008324212499428541
severe,4,32,oracle_real_utility,32,0.9866781832380127,0.01553933428435951,0.0009712083927724694,128.0,0.016648424998857082
severe,4,32,oracle_real_utility,64,0.9960831230540469,0.009404939816034208,0.000293904369251069,256.0,0.033296849997714165
severe,4,32,oracle_real_utility,128,0.999533968394433,0.0034508453403860385,5.391945844353185e-05,512.0,0.06659369999542833
severe,4,32,predicted_utility,1,0.6877263381292866,0.0,0.0,4.0,0.0005202632812142838
severe,4,32,predicted_utility,2,0.7788933909802044,0.09116705285091768,0.09116705285091768,8.0,0.0010405265624285676
severe,4,32,predicted_utility,4,0.8186078998562124,0.03971450887600808,0.01985725443800404,16.0,0.0020810531248571353
severe,4,32,predicted_utility,8,0.8326937130746247,0.014085813218412211,0.0035214533046030528,32.0,0.004162106249714271
severe,4,32,predicted_utility,16,0.8375844447776428,0.004890731703018229,0.0006113414628772787,64.0,0.008324212499428541
severe,4,32,predicted_utility,32,0.8398313109127746,0.0022468661351317475,0.00014042913344573422,128.0,0.016648424998857082
severe,4,32,predicted_utility,64,0.8413416622567294,0.0015103513439548252,4.719847949858829e-05,256.0,0.033296849997714165
severe,4,32,predicted_utility,128,0.8419413221693837,0.0005996599126543573,9.369686135224332e-06,512.0,0.06659369999542833
severe,4,32,random_score,1,0.6877263381292866,0.0,0.0,4.0,0.0005202632812142838
severe,4,32,random_score,2,0.6877300491053806,3.7109760939957327e-06,3.7109760939957327e-06,8.0,0.0010405265624285676
severe,4,32,random_score,4,0.6908054272552211,0.0030753781498404653,0.0015376890749202326,16.0,0.0020810531248571353
severe,4,32,random_score,8,0.691754227876101,0.0009488006208798825,0.00023720015521997063,32.0,0.004162106249714271
severe,4,32,random_score,16,0.6905836377704355,-0.0011705901056655137,-0.0001463237632081892,64.0,0.008324212499428541
severe,4,32,random_score,32,0.683911036690359,-0.006672601080076529,-0.00041703756750478306,128.0,0.016648424998857082
severe,4,32,random_score,64,0.6696889812687907,-0.014222055421568156,-0.0004444392319240049,256.0,0.033296849997714165
severe,4,32,random_score,128,0.6605321160175133,-0.009156865251277554,-0.0001430760195512118,512.0,0.06659369999542833
severe,4,32,uncertainty_penalized,1,0.6877263381292866,0.0,0.0,4.0,0.0005202632812142838
severe,4,32,uncertainty_penalized,2,0.7702336395339529,0.08250730140466625,0.08250730140466625,8.0,0.0010405265624285676
severe,4,32,uncertainty_penalized,4,0.809135428071102,0.03890178853714915,0.019450894268574576,16.0,0.0020810531248571353
severe,4,32,uncertainty_penalized,8,0.827153186356243,0.01801775828514095,0.004504439571285238,32.0,0.004162106249714271
severe,4,32,uncertainty_penalized,16,0.8351545030759159,0.008001316719672764,0.0010001645899590955,64.0,0.008324212499428541
severe,4,32,uncertainty_penalized,32,0.8379339221850645,0.002779419109148585,0.00017371369432178657,128.0,0.016648424998857082
severe,4,32,uncertainty_penalized,64,0.8388590135168107,0.000925091331746402,2.8909104117075063e-05,256.0,0.033296849997714165
severe,4,32,uncertainty_penalized,128,0.8390653779309725,0.00020636441416166108,3.2244439712759544e-06,512.0,0.06659369999542833
severe,4,64,oracle_real_utility,1,0.6998536096881309,0.0,0.0,4.0,0.0003655440234524576
severe,4,64,oracle_real_utility,2,0.8326308477702262,0.13277723808209535,0.13277723808209535,8.0,0.0007310880469049152
severe,4,64,oracle_real_utility,4,0.9073537634261438,0.0747229156559176,0.0373614578279588,16.0,0.0014621760938098305
severe,4,64,oracle_real_utility,8,0.9451553414634434,0.03780157803729959,0.009450394509324897,32.0,0.002924352187619661
severe,4,64,oracle_real_utility,16,0.9672382213210483,0.022082879857604782,0.0027603599822005978,64.0,0.005848704375239322
severe,4,64,oracle_real_utility,32,0.9830990233945439,0.015860802073495654,0.0009913001295934784,128.0,0.011697408750478644
severe,4,64,oracle_real_utility,64,0.9936819244339843,0.01058290103944041,0.0003307156574825128,256.0,0.023394817500957288
severe,4,64,oracle_real_utility,128,0.9985754880233942,0.004893563589409913,7.64619310845299e-05,512.0,0.046789635001914576
severe,4,64,predicted_utility,1,0.6998536096881309,0.0,0.0,4.0,0.0003655440234524576
severe,4,64,predicted_utility,2,0.7839711754745988,0.08411756578646787,0.08411756578646787,8.0,0.0007310880469049152
severe,4,64,predicted_utility,4,0.8204358994060531,0.03646472393145437,0.018232361965727185,16.0,0.0014621760938098305
severe,4,64,predicted_utility,8,0.8346111355227037,0.014175236116650619,0.0035438090291626547,32.0,0.002924352187619661
severe,4,64,predicted_utility,16,0.8403999348407544,0.0057887993180505744,0.0007235999147563218,64.0,0.005848704375239322
severe,4,64,predicted_utility,32,0.8428208394051179,0.0024209045643635366,0.00015130653527272104,128.0,0.011697408750478644
severe,4,64,predicted_utility,64,0.843797406999658,0.0009765675945401578,3.051773732937993e-05,256.0,0.023394817500957288
severe,4,64,predicted_utility,128,0.8439424511008637,0.00014504410120571437,2.266314081339287e-06,512.0,0.046789635001914576
severe,4,64,random_score,1,0.6998536096881309,0.0,0.0,4.0,0.0003655440234524576
severe,4,64,random_score,2,0.6967195409095457,-0.0031340687785851584,-0.0031340687785851584,8.0,0.0007310880469049152
severe,4,64,random_score,4,0.6948568148377676,-0.0018627260717780842,-0.0009313630358890421,16.0,0.0014621760938098305
severe,4,64,random_score,8,0.692149722117555,-0.0027070927202127474,-0.0006767731800531869,32.0,0.002924352187619661
severe,4,64,random_score,16,0.6917333867633386,-0.00041633535421625457,-5.204191927703182e-05,64.0,0.005848704375239322
severe,4,64,random_score,32,0.6925822662358321,0.0008488794724934426,5.305496703084016e-05,128.0,0.011697408750478644
severe,4,64,random_score,64,0.6931339087052101,0.00055164246937799,1.7238827168062188e-05,256.0,0.023394817500957288
severe,4,64,random_score,128,0.6931422687096592,8.360004449149e-06,1.3062506951795314e-07,512.0,0.046789635001914576
severe,4,64,uncertainty_penalized,1,0.6998536096881309,0.0,0.0,4.0,0.0003655440234524576
severe,4,64,uncertainty_penalized,2,0.7748385008918035,0.07498489120367259,0.07498489120367259,8.0,0.0007310880469049152
severe,4,64,uncertainty_penalized,4,0.8110356934482237,0.03619719255642018,0.01809859627821009,16.0,0.0014621760938098305
severe,4,64,uncertainty_penalized,8,0.8289548121729098,0.017919118724686118,0.0044797796811715295,32.0,0.002924352187619661
severe,4,64,uncertainty_penalized,16,0.8375971839389029,0.008642371765993142,0.0010802964707491427,64.0,0.005848704375239322
severe,4,64,uncertainty_penalized,32,0.8411809450231124,0.003583761084209473,0.00022398506776309207,128.0,0.011697408750478644
severe,4,64,uncertainty_penalized,64,0.8422799930511451,0.0010990480280327606,3.434525087602377e-05,256.0,0.023394817500957288
severe,4,64,uncertainty_penalized,128,0.8417052723271912,-0.0005747207239540336,-8.980011311781775e-06,512.0,0.046789635001914576
severe,4,128,oracle_real_utility,1,0.7145941861602899,0.0,0.0,4.0,0.0003577329492259196
severe,4,128,oracle_real_utility,2,0.8382175136749026,0.12362332751461265,0.12362332751461265,8.0,0.0007154658984518392
severe,4,128,oracle_real_utility,4,0.9074307864998016,0.069213272824899,0.0346066364124495,16.0,0.0014309317969036783
severe,4,128,oracle_real_utility,8,0.9429088152365654,0.03547802873676382,0.008869507184190955,32.0,0.0028618635938073567
severe,4,128,oracle_real_utility,16,0.9645870433797908,0.02167822814322536,0.00270977851790317,64.0,0.005723727187614713
severe,4,128,oracle_real_utility,32,0.9806215490544862,0.0160345056746954,0.0010021566046684626,128.0,0.011447454375229427
severe,4,128,oracle_real_utility,64,0.9913015689158963,0.01068001986141016,0.0003337506206690675,256.0,0.022894908750458853
severe,4,128,oracle_real_utility,128,0.9966975975406991,0.005396028624802787,8.431294726254355e-05,512.0,0.04578981750091771
severe,4,128,predicted_utility,1,0.71459418616029,0.0,0.0,4.0,0.0003577329492259196
severe,4,128,predicted_utility,2,0.7914019586618508,0.07680777250156084,0.07680777250156084,8.0,0.0007154658984518392
severe,4,128,predicted_utility,4,0.8251307089131948,0.03372875025134401,0.016864375125672005,16.0,0.0014309317969036783
severe,4,128,predicted_utility,8,0.8383237111736255,0.013193002260430678,0.0032982505651076694,32.0,0.0028618635938073567
severe,4,128,predicted_utility,16,0.842899645477386,0.004575934303760543,0.0005719917879700679,64.0,0.005723727187614713
severe,4,128,predicted_utility,32,0.8445695153188202,0.001669869841434285,0.00010436686508964281,128.0,0.011447454375229427
severe,4,128,predicted_utility,64,0.8458315539342143,0.001262038615394054,3.9438706731064185e-05,256.0,0.022894908750458853
severe,4,128,predicted_utility,128,0.847300237398019,0.0014686834638045862,2.294817912194666e-05,512.0,0.04578981750091771
severe,4,128,random_score,1,0.71459418616029,0.0,0.0,4.0,0.0003577329492259196
severe,4,128,random_score,2,0.7121651430281922,-0.0024290431320977456,-0.0024290431320977456,8.0,0.0007154658984518392
severe,4,128,random_score,4,0.7092154433679058,-0.00294969966028647,-0.001474849830143235,16.0,0.0014309317969036783
severe,4,128,random_score,8,0.7049034841141775,-0.004311959253728255,-0.0010779898134320638,32.0,0.0028618635938073567
severe,4,128,random_score,16,0.7003091609196609,-0.0045943231945165626,-0.0005742903993145703,64.0,0.005723727187614713
severe,4,128,random_score,32,0.6961555583529929,-0.004153602566668001,-0.00025960016041675005,128.0,0.011447454375229427
severe,4,128,random_score,64,0.69691416002583,0.000758601672836988,2.3706302276155874e-05,256.0,0.022894908750458853
severe,4,128,random_score,128,0.7043797897903343,0.007465629764504449,0.00011665046507038202,512.0,0.04578981750091771
severe,4,128,uncertainty_penalized,1,0.7145941861602899,0.0,0.0,4.0,0.0003577329492259196
severe,4,128,uncertainty_penalized,2,0.7837266702828523,0.06913248412256237,0.06913248412256237,8.0,0.0007154658984518392
severe,4,128,uncertainty_penalized,4,0.8177176885680385,0.03399101828518627,0.016995509142593134,16.0,0.0014309317969036783
severe,4,128,uncertainty_penalized,8,0.834208214458782,0.016490525890743485,0.004122631472685871,32.0,0.0028618635938073567
severe,4,128,uncertainty_penalized,16,0.8410494601639054,0.006841245705123229,0.0008551557131404036,64.0,0.005723727187614713
severe,4,128,uncertainty_penalized,32,0.8439361192324883,0.002886659068582999,0.00018041619178643743,128.0,0.011447454375229427
severe,4,128,uncertainty_penalized,64,0.8461491575976169,0.002213038365128564,6.915744891026763e-05,256.0,0.022894908750458853
severe,4,128,uncertainty_penalized,128,0.848109178631864,0.0019600210342470338,3.06253286601099e-05,512.0,0.04578981750091771
severe,8,32,oracle_real_utility,1,0.5972839525483464,0.0,0.0,8.0,0.0007746567187723486
severe,8,32,oracle_real_utility,2,0.7706933632123057,0.17340941066395926,0.17340941066395926,16.0,0.0015493134375446972
severe,8,32,oracle_real_utility,4,0.8925060292261767,0.12181266601387108,0.06090633300693554,32.0,0.0030986268750893943
severe,8,32,oracle_real_utility,8,0.9579782384574544,0.06547220923127763,0.016368052307819406,64.0,0.006197253750178789
severe,8,32,oracle_real_utility,16,0.9853421909833091,0.027363952525854794,0.0034204940657318493,128.0,0.012394507500357577
severe,8,32,oracle_real_utility,32,0.9951692454566536,0.009827054473344417,0.0006141909045840261,256.0,0.024789015000715155
severe,8,32,oracle_real_utility,64,0.9987457472882578,0.00357650183160414,0.00011176568223762937,512.0,0.04957803000143031
severe,8,32,oracle_real_utility,128,0.9998505504006048,0.0011048031123469249,1.72625486304207e-05,1024.0,0.09915606000286062
severe,8,32,predicted_utility,1,0.5972839525483464,0.0,0.0,8.0,0.0007746567187723486
severe,8,32,predicted_utility,2,0.49505892698004156,-0.1022250255683049,-0.1022250255683049,16.0,0.0015493134375446972
severe,8,32,predicted_utility,4,0.4318223523593055,-0.06323657462073609,-0.031618287310368046,32.0,0.0030986268750893943
severe,8,32,predicted_utility,8,0.40131552346777966,-0.030506828891525818,-0.0076267072228814545,64.0,0.006197253750178789
severe,8,32,predicted_utility,16,0.3899215304327003,-0.011393993035079392,-0.001424249129384924,128.0,0.012394507500357577
severe,8,32,predicted_utility,32,0.3883901831781762,-0.0015313472545240754,-9.570920340775471e-05,256.0,0.024789015000715155
severe,8,32,predicted_utility,64,0.38929385692829555,0.0009036737501193579,2.8239804691229935e-05,512.0,0.04957803000143031
severe,8,32,predicted_utility,128,0.38970886465176424,0.0004150077234687185,6.484495679198726e-06,1024.0,0.09915606000286062
severe,8,32,random_score,1,0.5972839525483464,0.0,0.0,8.0,0.0007746567187723486
severe,8,32,random_score,2,0.5951133022321096,-0.002170650316236926,-0.002170650316236926,16.0,0.0015493134375446972
severe,8,32,random_score,4,0.5898568721531119,-0.005256430078997626,-0.002628215039498813,32.0,0.0030986268750893943
severe,8,32,random_score,8,0.5848879919161893,-0.004968880236922548,-0.001242220059230637,64.0,0.006197253750178789
severe,8,32,random_score,16,0.5772269250225897,-0.007661066893599683,-0.0009576333616999604,128.0,0.012394507500357577
severe,8,32,random_score,32,0.568856467149953,-0.008370457872636763,-0.0005231536170397977,256.0,0.024789015000715155
severe,8,32,random_score,64,0.5644345800276065,-0.004421887122346431,-0.00013818397257332597,512.0,0.04957803000143031
severe,8,32,random_score,128,0.56379101264367,-0.000643567383936463,-1.0055740374007234e-05,1024.0,0.09915606000286062
severe,8,32,uncertainty_penalized,1,0.5972839525483464,0.0,0.0,8.0,0.0007746567187723486
severe,8,32,uncertainty_penalized,2,0.49407856837034103,-0.1032053841780054,-0.1032053841780054,16.0,0.0015493134375446972
severe,8,32,uncertainty_penalized,4,0.43006602743033395,-0.06401254094000713,-0.03200627047000357,32.0,0.0030986268750893943
severe,8,32,uncertainty_penalized,8,0.399310271730269,-0.030755755700064925,-0.007688938925016231,64.0,0.006197253750178789
severe,8,32,uncertainty_penalized,16,0.38710089093383443,-0.012209380796434584,-0.001526172599554323,128.0,0.012394507500357577
severe,8,32,uncertainty_penalized,32,0.3835730535259464,-0.0035278374078880127,-0.0002204898379930008,256.0,0.024789015000715155
severe,8,32,uncertainty_penalized,64,0.38225580471317916,-0.0013172488127672524,-4.116402539897664e-05,512.0,0.04957803000143031
severe,8,32,uncertainty_penalized,128,0.381595724501144,-0.0006600802120351988,-1.0313753313049981e-05,1024.0,0.09915606000286062
severe,8,64,oracle_real_utility,1,0.6087098430754212,0.0,0.0,8.0,0.0007075135156355827
severe,8,64,oracle_real_utility,2,0.7779777095758722,0.16926786650045106,0.16926786650045106,16.0,0.0014150270312711655
severe,8,64,oracle_real_utility,4,0.8965224470378429,0.11854473746197065,0.05927236873098533,32.0,0.002830054062542331
severe,8,64,oracle_real_utility,8,0.9573659165416432,0.06084346950380035,0.015210867375950088,64.0,0.005660108125084662
severe,8,64,oracle_real_utility,16,0.9813100610486126,0.023944144506969446,0.0029930180633711808,128.0,0.011320216250169324
severe,8,64,oracle_real_utility,32,0.9914561682836055,0.010146107234992846,0.0006341317021870529,256.0,0.022640432500338648
severe,8,64,oracle_real_utility,64,0.9966170035993684,0.005160835315762976,0.000161276103617593,512.0,0.045280865000677295
severe,8,64,oracle_real_utility,128,0.9990138945807965,0.0023968909814279654,3.745142158481196e-05,1024.0,0.09056173000135459
severe,8,64,predicted_utility,1,0.6087098430754212,0.0,0.0,8.0,0.0007075135156355827
severe,8,64,predicted_utility,2,0.5096235454718572,-0.09908629760356406,-0.09908629760356406,16.0,0.0014150270312711655
severe,8,64,predicted_utility,4,0.44766007622973303,-0.061963469242124106,-0.030981734621062053,32.0,0.002830054062542331
severe,8,64,predicted_utility,8,0.41883070661332517,-0.028829369616407807,-0.007207342404101952,64.0,0.005660108125084662
severe,8,64,predicted_utility,16,0.40881043036191256,-0.010020276251412625,-0.0012525345314265781,128.0,0.011320216250169324
severe,8,64,predicted_utility,32,0.40680694877683427,-0.0020034815850783058,-0.0001252175990673941,256.0,0.022640432500338648
severe,8,64,predicted_utility,64,0.4058693562388182,-0.0009375925380161011,-2.929976681300316e-05,512.0,0.045280865000677295
severe,8,64,predicted_utility,128,0.40527955481012884,-0.0005898014286893412,-9.215647323270957e-06,1024.0,0.09056173000135459
severe,8,64,random_score,1,0.6087098430754212,0.0,0.0,8.0,0.0007075135156355827
severe,8,64,random_score,2,0.6057516038954349,-0.0029582391799862274,-0.0029582391799862274,16.0,0.0014150270312711655
severe,8,64,random_score,4,0.5987673579603057,-0.006984245935129296,-0.003492122967564648,32.0,0.002830054062542331
severe,8,64,random_score,8,0.5902516652713616,-0.008515692688944051,-0.002128923172236013,64.0,0.005660108125084662
severe,8,64,random_score,16,0.5802084787601668,-0.010043186511194836,-0.0012553983138993544,128.0,0.011320216250169324
severe,8,64,random_score,32,0.5711341685834708,-0.009074310176695993,-0.0005671443860434996,256.0,0.022640432500338648
severe,8,64,random_score,64,0.5662297803025317,-0.004904388280939048,-0.00015326213377934525,512.0,0.045280865000677295
severe,8,64,random_score,128,0.5667640638058518,0.0005342835033200378,8.34817973937559e-06,1024.0,0.09056173000135459
severe,8,64,uncertainty_penalized,1,0.6087098430754212,0.0,0.0,8.0,0.0007075135156355827
severe,8,64,uncertainty_penalized,2,0.508662154467523,-0.10004768860789812,-0.10004768860789812,16.0,0.0014150270312711655
severe,8,64,uncertainty_penalized,4,0.44609640935682127,-0.06256574511070184,-0.03128287255535092,32.0,0.002830054062542331
severe,8,64,uncertainty_penalized,8,0.4173919580711255,-0.028704451285695782,-0.0071761128214239455,64.0,0.005660108125084662
severe,8,64,uncertainty_penalized,16,0.4073779852509162,-0.010013972820209204,-0.0012517466025261505,128.0,0.011320216250169324
severe,8,64,uncertainty_penalized,32,0.4051585166911704,-0.002219468559745813,-0.00013871678498411332,256.0,0.022640432500338648
severe,8,64,uncertainty_penalized,64,0.4039096920718113,-0.0012488246193591338,-3.902576935497293e-05,512.0,0.045280865000677295
severe,8,64,uncertainty_penalized,128,0.40319347168163,-0.0007162203901812589,-1.119094359658217e-05,1024.0,0.09056173000135459
severe,8,128,oracle_real_utility,1,0.6302703748210748,0.0,0.0,8.0,0.0005216591601651998
severe,8,128,oracle_real_utility,2,0.7885507845909071,0.15828040976983226,0.15828040976983226,16.0,0.0010433183203303997
severe,8,128,oracle_real_utility,4,0.8993941059390946,0.1108433213481875,0.05542166067409375,32.0,0.0020866366406607994
severe,8,128,oracle_real_utility,8,0.9567951778782747,0.05740107193918004,0.01435026798479501,64.0,0.004173273281321599
severe,8,128,oracle_real_utility,16,0.9791219067055122,0.022326728827237574,0.0027908411034046968,128.0,0.008346546562643197
severe,8,128,oracle_real_utility,32,0.9887668485699608,0.009644941864448614,0.0006028088665280384,256.0,0.016693093125286395
severe,8,128,oracle_real_utility,64,0.9945261524461368,0.005759303876175967,0.00017997824613049897,512.0,0.03338618625057279
severe,8,128,oracle_real_utility,128,0.9976869114413484,0.003160758995211568,4.938685930018075e-05,1024.0,0.06677237250114558
severe,8,128,predicted_utility,1,0.6302703748210748,0.0,0.0,8.0,0.0005216591601651998
severe,8,128,predicted_utility,2,0.5375369603971162,-0.09273341442395862,-0.09273341442395862,16.0,0.0010433183203303997
severe,8,128,predicted_utility,4,0.47724920726681025,-0.060287753130305946,-0.030143876565152973,32.0,0.0020866366406607994
severe,8,128,predicted_utility,8,0.4482386850906729,-0.02901052217613741,-0.007252630544034353,64.0,0.004173273281321599
severe,8,128,predicted_utility,16,0.4379659980698166,-0.010272687020856224,-0.001284085877607028,128.0,0.008346546562643197
severe,8,128,predicted_utility,32,0.4359939132335834,-0.001972084836233276,-0.00012325530226457975,256.0,0.016693093125286395
severe,8,128,predicted_utility,64,0.4357249108186094,-0.0002690024149739088,-8.40632546793465e-06,512.0,0.03338618625057279
severe,8,128,predicted_utility,128,0.43565583728189605,-6.907353671343972e-05,-1.0792740111474956e-06,1024.0,0.06677237250114558
severe,8,128,random_score,1,0.6302703748210748,0.0,0.0,8.0,0.0005216591601651998
severe,8,128,random_score,2,0.6273284248314428,-0.002941949989632099,-0.002941949989632099,16.0,0.0010433183203303997
severe,8,128,random_score,4,0.623627296235173,-0.0037011285962697356,-0.0018505642981348678,32.0,0.0020866366406607994
severe,8,128,random_score,8,0.6206464412827833,-0.0029808549523896596,-0.0007452137380974149,64.0,0.004173273281321599
severe,8,128,random_score,16,0.6167177735371737,-0.003928667745609621,-0.0004910834682012026,128.0,0.008346546562643197
severe,8,128,random_score,32,0.6118238150852703,-0.0048939584519035045,-0.00030587240324396903,256.0,0.016693093125286395
severe,8,128,random_score,64,0.6123474634718133,0.0005236483865430422,1.636401207947007e-05,512.0,0.03338618625057279
severe,8,128,random_score,128,0.6252912443391454,0.012943780867332163,0.00020224657605206505,1024.0,0.06677237250114558
severe,8,128,uncertainty_penalized,1,0.6302703748210748,0.0,0.0,8.0,0.0005216591601651998
severe,8,128,uncertainty_penalized,2,0.5367000211485865,-0.09357035367248831,-0.09357035367248831,16.0,0.0010433183203303997
severe,8,128,uncertainty_penalized,4,0.4759621110322153,-0.06073791011637122,-0.03036895505818561,32.0,0.0020866366406607994
severe,8,128,uncertainty_penalized,8,0.44713481869486416,-0.0288272923373512,-0.0072068230843378,64.0,0.004173273281321599
severe,8,128,uncertainty_penalized,16,0.43692338718082907,-0.01021143151403504,-0.00127642893925438,128.0,0.008346546562643197
severe,8,128,uncertainty_penalized,32,0.4350918981624566,-0.0018314890183725174,-0.00011446806364828234,256.0,0.016693093125286395
severe,8,128,uncertainty_penalized,64,0.4353607239770776,0.00026882581462098627,8.400806706905821e-06,512.0,0.03338618625057279
severe,8,128,uncertainty_penalized,128,0.4359286853702322,0.000567961393154643,8.874396768041297e-06,1024.0,0.06677237250114558
severe,12,32,oracle_real_utility,1,0.46826537349315833,0.0,0.0,12.0,0.0009488403125033074
severe,12,32,oracle_real_utility,2,0.6296946083523175,0.1614292348591592,0.1614292348591592,24.0,0.0018976806250066147
severe,12,32,oracle_real_utility,4,0.7779492284811482,0.1482546201288307,0.07412731006441535,48.0,0.0037953612500132294
severe,12,32,oracle_real_utility,8,0.8929330518886438,0.11498382340749555,0.028745955851873888,96.0,0.007590722500026459
severe,12,32,oracle_real_utility,16,0.9600871275027139,0.0671540756140701,0.008394259451758762,192.0,0.015181445000052918
